OBJECTID,URI,FEATURE_TYPE,NAME,OPERATIONAL_STATUS,FEATURE_DATE,FEATURE_SOURCE,ATTRIBUTE_DATE,ATTRIBUTE_SOURCE,SOURCE_UFI,SOURCE_JURISDICTION,CUSTODIAN_AGENCY,CUSTODIAN_LICENSING,LOADING_DATE,RELATIONSHIP,CAPACITY_KV,SHAPE_Length
1087,,110008,East Perth Terminal to Forrest Avenue,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1517,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Below Ground,66,0.009620377
1088,,110008,East Perth Terminal,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1518,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Below Ground,66,0.031244578
1089,,110008,East Perth Terminal to North Perth,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1519,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Below Ground,66,0.039499311
1090,,110008,Herdsman Parade to Wembley Downs,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1520,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.047390073
1091,,110008,Nedlands to Cottesloe,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1521,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.04821287
1092,,110008,University to Nedlands,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1522,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.031221387
1093,,110008,University to Medical Centre,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1523,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.015592747
1094,,110008,Western Terminal to Nedlands,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1524,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.029568453
1095,,110008,Western Terminal to Shenton Park,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1525,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.015863261
1096,,110008,Cottesloe to North Fremantle,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1526,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Below Ground,66,0.056236653
1097,,110008,Mount Keith Mine Tee to Mount Keith,Operational,23/05/2014 0:00,Esri World Imagery,1/06/2009 0:00,North West Interconnected System Website,1527,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.102920506
1098,,110008,Millstream to Tom Price,Operational,10/08/2013 0:00,Esri World Imagery,1/06/2009 0:00,North West Interconnected System Website,1528,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,220,2.087763097
1099,,110008,Yurralyi Maya to Millstream,Operational,22/04/2012 0:00,Esri World Imagery,1/06/2009 0:00,North West Interconnected System Website,1529,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,220,0.589600214
1100,,110008,Cape Lambert Power Station to Millstream,Operational,21/06/2012 0:00,Esri World Imagery,1/06/2009 0:00,North West Interconnected System Website,1530,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.671485316
1101,,110008,Yurralyi Maya Power Station to Yurralyi Maja Substation,Operational,20/04/2014 0:00,Esri World Imagery,1/06/2009 0:00,North West Interconnected System Website,1531,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,220,0.000931406
1102,,110008,Dampier to Yurralyi Maya,Operational,22/04/2012 0:00,Esri World Imagery,1/06/2009 0:00,North West Interconnected System Website,1532,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,220,0.14431427
1103,,110008,Tee to West Angelas Mine,Operational,5/09/2010 0:00,Esri World Imagery,1/06/2009 0:00,North West Interconnected System Website,1533,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,220,0.385132389
1104,,110008,Tom Price to Paraburdoo,Operational,12/09/2013 0:00,Esri World Imagery,1/06/2009 0:00,North West Interconnected System Website,1535,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,220,0.571571327
1105,,110008,Kununurra to Guda Guda,Operational,10/08/2012 0:00,Esri World Imagery,1/06/2009 0:00,North West Interconnected System Website,1536,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,33,0.904024901
1106,,110008,Goldsworthy to Shay Gap,Operational,31/05/2014 0:00,Esri World Imagery,1/06/2009 0:00,North West Interconnected System Website,1537,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.622119106
1107,,110008,Snell Street to Casuarina,Operational,16/07/2016 0:00,Esri World Imagery,1/03/2012 0:00,Northern Territory Utilities Commission Power and Water Corporation 2012,1538,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.022529432
1108,,110008,Snell Street to Casuarina,Operational,16/07/2016 0:00,Esri World Imagery,1/03/2012 0:00,Northern Territory Utilities Commission Power and Water Corporation 2012,1539,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.066245447
1109,,110008,Hunson Creek 66 to Snell Street,Operational,16/07/2016 0:00,Esri World Imagery,1/03/2012 0:00,Northern Territory Utilities Commission Power and Water Corporation 2012,1540,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.119622641
1110,,110008,City Zone to Frances Bay,Operational,16/07/2016 0:00,Esri World Imagery,1/03/2012 0:00,Northern Territory Utilities Commission Power and Water Corporation 2012,1541,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.006336785
1111,,110008,Larrakeyah to City Zone,Operational,16/07/2016 0:00,Esri World Imagery,1/03/2011 0:00,Northern Territory Utilities Commission Power System Review 2009-10,1542,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.017792848
1112,,110008,Palmerston to McMinn,Operational,8/01/2014 0:00,Esri World Imagery,1/03/2012 0:00,Northern Territory Utilities Commission Power and Water Corporation 2012,1543,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.132097405
1113,,110008,Tee-Pine Creek to Edith River,Operational,5/08/2012 0:00,Esri World Imagery,1/03/2012 0:00,Northern Territory Utilities Commission Power and Water Corporation 2012,1544,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.445459127
1114,,110008,Larrakeyah to Mandorah,Operational,8/01/2014 0:00,Esri World Imagery,1/03/2011 0:00,Northern Territory Utilities Commission Power System Review 2009-10,1545,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Below Ground,66,0.063925681
1115,,110008,Channel Island to Manton,Operational,25/06/2012 0:00,Esri World Imagery,1/03/2012 0:00,Northern Territory Utilities Commission Power and Water Corporation 2012,1546,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.50022108
1116,,110008,Edith River to Katherine,Operational,28/07/2014 0:00,Esri World Imagery,1/03/2012 0:00,Northern Territory Utilities Commission Power and Water Corporation 2012,1547,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.332723851
1117,,110008,Tee to Mandorah,Operational,17/07/2014 0:00,Esri World Imagery,1/03/2012 0:00,Northern Territory Utilities Commission Power and Water Corporation 2012,1548,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.000721428
1118,,110008,City Zone to Snell Street,Operational,16/07/2016 0:00,Esri World Imagery,1/03/2012 0:00,Northern Territory Utilities Commission Power and Water Corporation 2012,1549,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.038208755
1119,,110008,Tee-Mandorah to submerge point,Operational,17/07/2014 0:00,Esri World Imagery,1/03/2011 0:00,Northern Territory Utilities Commission Power System Review 2009-10,1550,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.027936183
1120,,110008,Snell Street to City Zone,Operational,16/07/2016 0:00,Esri World Imagery,1/03/2012 0:00,Northern Territory Utilities Commission Power and Water Corporation 2012,1551,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.037553599
1121,,110008,Channel Island Power Station to Hudson Creek 132,Operational,8/01/2014 0:00,Esri World Imagery,1/03/2012 0:00,Northern Territory Utilities Commission Power and Water Corporation 2012,1552,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.254284059
1122,,110008,Channel Island Power Station to Hudson Creek 132,Operational,8/01/2014 0:00,Esri World Imagery,1/03/2012 0:00,Northern Territory Utilities Commission Power and Water Corporation 2012,1553,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.253243939
